,brand,model,SIM,display_type,OS,CPU,Chipset,GPU,memory_card,NFC,USB,approx_price_EUR,GPRS,EDGE,status,display_resolution,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,radio,sensors,battery,colors
3794,Micromax,A350 Canvas Knight,Dual SIM,IPS LCD capacitive touchscreen  16M colors,Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592T,Mali-450MP4,No,Yes,microUSB 2.0,240.0,Yes,Yes,Coming,5.5,64 GB,4 GB,Dual 16 MP + 8 MP,Dual 20 MP + 8 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,3450.0,Cherry Gold
3795,Micromax,Canvas Turbo Mini,Dual SIM,IPS LCD capacitive touchscreen  16M colors,Android 4.2.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,170.0,Yes,Yes,Coming,5.5,64 GB,4 GB,Dual 16 MP + 8 MP,Dual 20 MP + 8 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,3450.0, Dark Black
3796,Micromax,A94 Canvas MAd,Dual SIM (Mini-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz,BCM23550,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,100.0,Yes,Yes,Coming,5.5,64 GB,4 GB,Dual 16 MP + 8 MP,Dual 20 MP + 8 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,3450.0, Indigo Blue
3797,Micromax,A119 Canvas XL,Dual SIM (Dual stand-by),TFT capacitive touchscreen  16M colors,Android 4.2 (Jelly Bean),Quad-core 1.3 GHz,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,170.0,Yes,Yes,Coming,5.5,64 GB,4 GB,Dual 16 MP + 8 MP,Dual 20 MP + 8 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,3450.0, Primrose Green
3798,Micromax,A114 Canvas 2.2,Dual SIM (Mini-SIM),IPS LCD capacitive touchscreen  16M colors,Android 4.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,150.0,Yes,Yes,Coming,5.5,64 GB,4 GB,Dual 13 MP + 5 MP,16 MP,Yes,Yes,Yes,4.1,Yes,Yes,4,3700.0,Black
3799,Micromax,A61 Bolt,Dual SIM,TFT capacitive touchscreen  16M colors,Android 4.1 (Jelly Bean),1.0 GHz,Spreadtrum SC7710,Mali-400,microSD  up to 16 GB (dedicated slot),Yes,microUSB 2.0,60.0,Yes,Yes,Coming,5.2,32 GB,4 GB,13 MP,16 MP,Yes,Yes,Yes,4.1,Yes,Yes,4,3100.0,Black
3800,Micromax,A77 Canvas Juice,Dual SIM,TFT capacitive touchscreen  16M colors,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,90.0,Yes,Yes,Coming,5.2,32 GB,4 GB,13 MP,16 MP,Yes,Yes,Yes,4.1,Yes,Yes,4,3100.0, Gold
3801,Micromax,A117 Canvas Magnus,Dual SIM (Mini-SIM),IPS LCD capacitive touchscreen  16M colors,Android 4.2 (Jelly Bean),Quad-core 1.5 GHz Cortex-A7,Mediatek MT6589T,PowerVR SGX544MP2,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,180.0,Yes,Yes,Coming,5.2,32 GB,4 GB,13 MP,16 MP,Yes,Yes,Yes,4.1,Yes,Yes,4,3100.0, Green
3802,Micromax,Canvas Turbo,Dual SIM (Micro-SIM),IPS LCD capacitive touchscreen  16M colors,Android 4.2.1 (Jelly Bean),Quad-core 1.5 GHz Cortex-A7,Mediatek MT6589T,PowerVR SGX544MP2,No,Yes,microUSB 2.0,240.0,Yes,Yes,Available.,6.0,256 GB,6 GB,12 MP,"8 MP| f/2.0| 1/4"" sensor size| 1.12 µm pixel size",Yes,Yes,Yes,4.0,Yes,Yes,5,4750.0,Black
3803,Micromax,Canvas Tab P650,Yes,IPS LCD capacitive touchscreen  16M colors,Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,170.0,Yes,Yes,Available.,6.0,64 GB,4 GB,Dual 13 MP + 5 MP,"20 MP| f/2.0| 1/2.8"" sensor size",Yes,Yes,Yes,4.0,Yes,Yes,4,4550.0,Gray
3804,Micromax,A113 Canvas Ego,Dual SIM (Mini-SIM),Capacitive touchscreen  16M colors,Android 4.1.2 (Jelly Bean),Quad-core 1.2 GHz,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,140.0,Yes,Yes,Available.,6.0,64 GB,4 GB,Dual 13 MP + 5 MP,"20 MP| f/2.0| 1/2.8"" sensor size",Yes,Yes,Yes,4.0,Yes,Yes,4,4550.0, Mocha Gold
3805,Micromax,A76,Dual SIM,TFT capacitive touchscreen  16M colors,Android 4.2 (Jelly Bean),Dual-core 1.2 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,100.0,Yes,Yes,Available.,5.5,64 GB,4 GB,13 MP,"16 MP| f/2.0| 1/3"" sensor size",Yes,Yes,Yes,4.0,Yes,Yes,5,4010.0,Black
3806,Micromax,A74 Canvas Fun,Dual SIM,TFT capacitive touchscreen  16M colors,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,90.0,Yes,Yes,Available.,5.5,64 GB,4 GB,13 MP,"16 MP| f/2.0| 1/3"" sensor size",Yes,Yes,Yes,4.0,Yes,Yes,5,4010.0, Gray
3807,Micromax,A67 Bolt,Dual SIM,TFT capacitive touchscreen  256K colors,Android 4.0.3 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A5,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,60.0,Yes,Yes,Available.,5.5,64 GB,4 GB,13 MP,"16 MP| f/2.0| 1/3"" sensor size",Yes,Yes,Yes,4.0,Yes,Yes,5,4010.0, Gold
3808,Micromax,A63 Canvas Fun,Dual SIM,TFT capacitive touchscreen  16M colors,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,60.0,Yes,Yes,Available.,5.3,32 GB,4 GB,13 MP,8 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,4000.0,Gold
3809,Micromax,A240 Canvas Doodle 2,Dual SIM,IPS LCD capacitive touchscreen  16M colors,Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,No,Yes,microUSB 2.0,230.0,Yes,Yes,Available.,5.3,32 GB,4 GB,13 MP,8 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,4000.0, Rose gold
3810,Micromax,A92,Dual SIM (Mini-SIM),IPS LCD capacitive touchscreen  16M colors,Android 4.1.2 (Jelly Bean),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,110.0,Yes,Yes,Available.,5.7,128 GB,6 GB,Dual 12 MP + 13 MP,8 MP,Yes,No,Yes,4.0,Yes,Yes,5,4750.0,Black
3811,Micromax,Canvas 4 A210,Dual SIM (dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),Yes,microUSB 3.0,230.0,Yes,Yes,Available.,5.7,128 GB,6 GB,Dual 12 MP + 13 MP,8 MP,Yes,No,Yes,4.0,Yes,Yes,5,4750.0, Gold
3812,Micromax,A88,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,Android 4.1.1 (Jelly Bean),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,110.0,Yes,Yes,Available.,5.0,32 GB,3 GB,8 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,4000.0,Jazz Gold
3813,Micromax,A110Q Canvas 2 Plus,Dual SIM (Mini-SIM),IPS LCD capacitive touchscreen  16M colors,Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589M,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0| USB Host,180.0,Yes,Yes,Available.,5.0,32 GB,3 GB,8 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,4000.0, Gold Black
3814,Micromax,X322,Dual SIM,TFT,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 8 GB (dedicated slot),Yes,Yes,20.0,Yes,Yes,Available.,5.0,16 GB,2 GB,8 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2300.0,White
3815,Micromax,X321,Dual SIM,TFT,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 8 GB (dedicated slot),Yes,Yes,20.0,Yes,Yes,Available.,5.0,16 GB,2 GB,8 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2300.0, Latte Gold
3816,Micromax,X295,Dual SIM,TFT,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 4 GB (dedicated slot),Yes,Yes,20.0,Yes,Yes,Available.,5.0,16 GB,2 GB,8 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2300.0, Gr&#1072;y
3817,Micromax,X286,Dual SIM,TFT,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 4 GB (dedicated slot),Yes,Yes,20.0,Class 12,Class 12,Available.,5.5,64 GB,4 GB,Dual 13 MP + 5MP,13 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,3000.0,Black
3818,Micromax,X278,Dual SIM,TFT,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 16 GB (dedicated slot),Yes,Yes,70.0,Class 12,Class 12,Available.,5.5,64 GB,4 GB,Dual 13 MP + 5MP,13 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,3000.0, Gold
3819,Micromax,X099,Dual SIM,TFT,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 4 GB (dedicated slot),Yes,Yes,10.0,Class 12,Class 12,Available.,5.5,64 GB,4 GB,Dual 13 MP + 5MP,13 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,3000.0, Rose Gold
3820,Micromax,GC333,Dual SIM,TFT,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 4 GB (dedicated slot),Yes,Yes,40.0,Yes,Yes,Available.,5.5,32 GB,3 GB,13 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,3100.0,Gold
3821,Micromax,X396,Dual SIM (Mini-SIM),TFT touchscreen,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 16 GB (dedicated slot),Yes,Yes,70.0,Yes,Yes,Available.,5.0,16 GB,3 GB,13 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,2400.0,Gold
3822,Micromax,X335C,Dual SIM (Mini-SIM),TFT touchscreen  256K colors,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 4 GB (dedicated slot),Yes,Yes,30.0,Yes,Yes,Available.,5.0,16 GB,3 GB,13 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,2400.0, White
3823,Micromax,A111 Canvas Doodle,Dual SIM (Mini-SIM),Capacitive touchscreen  16M colors,Android 4.1.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A5,Qualcomm MSM8225Q Snapdragon S4 Play,Adreno 203,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,190.0,Yes,Yes,Available.,5.0,16 GB,3 GB,13 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,2400.0, Gray
3824,Micromax,Funbook 3G P600,Yes,TFT capacitive touchscreen,Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A5,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,2.0,130.0,Yes,Yes,Available.,5.5,32 GB,3 GB,13 MP,8 MP| f/2.2| LED flash,Yes,Yes,Yes,4.0,Yes,Yes,4,3150.0,Mocha Gold
3825,Micromax,Funbook 3G P560,Yes,TFT capacitive touchscreen,Android 4.0.4 (Ice Cream Sandwich),1.0 GHz,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,Yes,120.0,Yes,Yes,Available.,5.5,32 GB,3 GB,13 MP,8 MP| f/2.2| LED flash,Yes,Yes,Yes,4.0,Yes,Yes,4,3150.0, Latte Gold
3826,Micromax,Funbook Talk P362,Yes,TFT capacitive touchscreen,Android 4.1 (Jelly Bean),1.2 GHz Cortex-A9,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,Yes,100.0,Yes,Yes,Available.,6.0,128 GB,4 GB,16 MP,"8 MP| f/2.2| 1/4"" sensor size| 1.12 µm pixel size",Yes,No,Yes,4.0,Yes,Yes,5,4750.0,Champagne
3827,Micromax,Funbook Talk P360,Yes,TFT capacitive touchscreen,Android 4.0.4 (Ice Cream Sandwich),1.0 GHz Cortex-A8,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,2.0,100.0,Yes,Yes,Available.,5.5,128 GB,4 GB,13 MP,"8 MP| f/2.2| 1/4"" sensor size| 1.12 µm pixel size",Yes,Yes,Yes,4.0,Yes,Yes,5,4750.0,Champagne
3828,Micromax,Viva A72,Dual SIM,TFT touchscreen,Android 2.3 (Gingerbread),1.0 GHz Cortex-A9,Mediatek MT6515,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),Yes,Yes,90.0,Yes,Yes,Available.,5.5,128 GB,4 GB,13 MP,"8 MP| f/2.2| 1/4"" sensor size| 1.12 µm pixel size",Yes,Yes,Yes,4.0,Yes,Yes,5,4750.0, Gold
3829,Micromax,Ninja A91,Dual SIM,TFT touchscreen,Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),Yes,Yes,120.0,Yes,Yes,Available.,5.5,64 GB,4 GB,13 MP,8 MP,Yes,Yes,Yes,4.0,Yes,Yes,5,3130.0,Gold
3830,Micromax,Ninja A54,Dual SIM,TFT touchscreen,Android 2.3 (Gingerbread),Dual-core 1.0 GHz,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,Yes,70.0,Yes,Yes,Available.,5.5,64 GB,4 GB,13 MP,8 MP,Yes,Yes,Yes,4.0,Yes,Yes,5,3130.0, Silver
3831,Micromax,Bolt A62,Dual SIM,TFT touchscreen,Android 2.3.5 (Gingerbread),1.0 GHz,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 16 GB (dedicated slot),Yes,Yes,70.0,Yes,Yes,Available.,5.5,64 GB,4 GB,13 MP,8 MP,Yes,Yes,Yes,4.0,Yes,Yes,5,3130.0, Rose Gold
3832,Micromax,Bolt A51,Dual SIM,TFT touchscreen,Android 2.3.7 (Gingerbread),832 MHz,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB,70.0,Yes,Yes,Available.,4.5,8 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,Yes,Yes,Yes,1,1800.0,White
3833,Micromax,Bolt A35,Dual SIM,TFT touchscreen,Android 2.3 (Gingerbread),1.0 GHz,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 16 GB (dedicated slot),Yes,Yes,60.0,Yes,Yes,Available.,4.5,8 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,Yes,Yes,Yes,1,1800.0, Black
3834,Micromax,Bolt A27,Dual SIM,TFT touchscreen,Android 2.3 (Gingerbread),1.0 GHz,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 16 GB (dedicated slot),Yes,Yes,50.0,Yes,Yes,Available.,4.5,8 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,Yes,Yes,Yes,1,1800.0, Blue
3835,Micromax,A115 Canvas 3D,Dual SIM (dual stand-by),3D capacitive touchscreen  16M colors,Android 4.1.2 (Jelly Bean),Dual-core 1.2 GHz Cortex-A9,Mediatek MT6577T,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,150.0,Yes,Yes,Available.,4.2,64 GB,4 GB,16 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,2530.0,Rose gold/Black
3836,Micromax,A116 Canvas HD,Dual SIM,IPS LCD capacitive touchscreen  16M colors,Android 4.1.2 (Jelly Bean)| planned upgrade to 4.2|1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0| USB Host,230.0,Class 12,Class 12,Available.,5.5,64 GB,4 GB,16 MP,"8 MP| 1/4"" sensor size",Yes,Yes,Yes,4.0,Yes,Yes,4,3000.0,Gray
3837,Micromax,A101,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,140.0,Class 12,Class 12,Available.,5.5,64 GB,4 GB,16 MP,"8 MP| 1/4"" sensor size",Yes,Yes,Yes,4.0,Yes,Yes,4,3000.0, Gold
3838,Micromax,A110 Canvas 2,Dual SIM (Mini-SIM),IPS LCD capacitive touchscreen  16M colors,Android 4.0.4 (Ice Cream Sandwich)| upgradable to 4.1.1 (Jelly Bean),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0| USB Host,160.0,Class 12,Class 12,Available.,5.5,64 GB,4 GB,16 MP,"8 MP| 1/4"" sensor size",Yes,Yes,Yes,4.0,Yes,Yes,4,3000.0, Rose Gold
3839,Micromax,A89 Ninja,Dual SIM (Mini-SIM),TFT capacitive touchscreen  256K colors,Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,90.0,Yes,Yes,Available.,5.0,16 GB,2 GB,8 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,1,4000.0,White
3840,Micromax,A87 Ninja 4.0,Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen  256K colors,Android 2.3.5 (Gingerbread),1.0 GHz,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,90.0,Yes,Yes,Available.,5.0,16 GB,2 GB,8 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,1,4000.0, Gold
3841,Micromax,A57 Ninja 3.0,Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen  256K colors,Android 2.3.5 (Gingerbread),1.0 GHz,Qualcomm MSM8916 Snapdragon 410,Adreno 200,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,70.0,Yes,Yes,Available.,5.0,16 GB,2 GB,8 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,1,4000.0, Black
3842,Micromax,Funbook Infinity P275,No,TFT capacitive touchscreen  16M colors,Android 4.0.4 (Ice Cream Sandwich),1.2 GHz Cortex-A8,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,miniUSB 2.0,70.0,Yes,Yes,Available.,5.5,16 GB,3 GB,8 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,4750.0,White
3843,Micromax,Funbook Alfa P250,No,TFT capacitive touchscreen,Android 4.0.3 (Ice Cream Sandwich),1.0 GHz Cortex-A8,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,2.0,90.0,Yes,Yes,Available.,5.5,16 GB,3 GB,8 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,4750.0, Gold
3844,Micromax,Funbook Pro,No,TFT capacitive touchscreen,Android 4.0.3 (Ice Cream Sandwich),1.2 GHz Cortex-A8,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 32 GB (dedicated slot),Yes,Yes,170.0,Yes,Yes,Available.,6.0,64 GB,3 GB,13 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,4750.0,White
3845,Micromax,A100,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,Android 4.0.3 (Ice Cream Sandwich),1.0 GHz Scorpion,Qualcomm MSM8916 Snapdragon 410,Adreno 200,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,160.0,Yes,Yes,Available.,6.0,64 GB,3 GB,13 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,4,4750.0, Gold
3846,Micromax,A90s,Dual SIM (Mini-SIM),Super AMOLED capacitive touchscreen  256K colors,Android 4.0.3 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,190.0,Class 12,Class 12,Available.,5.0,32 GB,3 GB,8 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,4000.0,Gold
3847,Micromax,A90,Dual SIM (Mini-SIM),AMOLED capacitive touchscreen  256K colors,Android 4.0.3 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,200.0,Class 12,Class 12,Available.,5.0,32 GB,3 GB,8 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,4000.0, Gray
3848,Micromax,A84,Dual SIM (Mini-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,Android 2.3.6 (Gingerbread),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,150.0,Yes,Yes,Available.,5.0,16 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0,White
3849,Micromax,A80 ,Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen  256K colors,Android 2.3.4 (Gingerbread),800 MHz Cortex-A9,Mediatek MT6573,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,120.0,Yes,Yes,Available.,5.0,16 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0, Blue
3850,Micromax,Superfone Punk A44,Dual SIM (Mini-SIM),TFT capacitive touchscreen  65K colors,Android 2.3.6 (Gingerbread),800 MHz Cortex-A9,Mediatek MT6513,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,60.0,Yes,Yes,Available.,5.0,16 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0, Red
3851,Micromax,A25,Dual SIM (Mini-SIM),TFT capacitive touchscreen  256K colors,Android 2.3.6 (Gingerbread),1.0 GHz Cortex-A9,Mediatek MT6515,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,50.0,Yes,Yes,Available.,5.0,16 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0, Yellow
3852,Micromax,X101,Dual SIM (Mini-SIM),TFT  65K colors,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 4 GB (dedicated slot),Yes,microUSB 2.0,10.0,Yes,Yes,Available.,5.0,16 GB,1 GB,5 MP,2 MP,Yes,Yes,Yes,4.0,Yes,Yes,2,2000.0, Black
3853,Micromax,X291,Dual SIM (Mini-SIM),TFT,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 8 GB (dedicated slot),Yes,Yes,30.0,Yes,Yes,Available.,5.5,32 GB,3 GB,13 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,1,3150.0,Gold
3854,Micromax,X277,Dual SIM (Mini-SIM),TFT,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 2 GB (dedicated slot),Yes,Yes,20.0,Yes,Yes,Available.,5.5,16 GB,3 GB,13 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,3150.0,White
3855,Micromax,X276,Dual SIM (Mini-SIM),TFT,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 4 GB (dedicated slot),Yes,Yes,20.0,Yes,Yes,Available.,5.5,16 GB,3 GB,13 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,3150.0, Gold
3856,Micromax,X246,Dual SIM (Mini-SIM),TFT,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 8 GB (dedicated slot),Yes,Yes,20.0,Yes,Yes,Available.,5.5,16 GB,3 GB,13 MP,5 MP,Yes,Yes,Yes,4.0,Yes,Yes,3,3150.0, Dark Blue
3857,Micromax,X234+,Dual SIM (Mini-SIM),TFT,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Qualcomm MSM8916 Snapdragon 410,Mali-400,microSD  up to 2 GB (dedicated slot),Yes,Yes,20.0,Class 12,Class 12,Available.,5.0,16 GB,2 GB,8 MP,5 MP,Yes,Yes,Yes,2.0,Yes,Yes,3,2400.0,Pearl White
3858,Micromax,A56,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,Android 2.3.5 (Gingerbread),800 MHz Cortex-A9,Mediatek MT6573,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),Yes,microUSB 2.0,80.0,Class 12,Class 12,Available.,5.0,16 GB,2 GB,8 MP,5 MP,Yes,Yes,Yes,2.0,Yes,Yes,3,2400.0, Dawn White & black
